Gene name,Gene type,Chromosome/scaffold name,Strand,Transcript count
RNU6-222P,snRNA,19,-1,1
FCAR,protein_coding,19,1,13
AC245128.3,lncRNA,19,1,1
NCR1,protein_coding,19,1,8
NLRP7,protein_coding,19,-1,9
AC011476.8,processed_pseudogene,19,1,1
NLRP2,protein_coding,19,1,19
AC011476.1,processed_pseudogene,19,1,1
AC011476.3,lncRNA,19,1,3
GP6,protein_coding,19,-1,5
AC011476.2,lncRNA,19,-1,1
RDH13,protein_coding,19,-1,23
EPS8L1,protein_coding,19,1,19
PPP1R12C,protein_coding,19,-1,9
AC010327.8,lncRNA,19,1,2
AC010327.3,processed_pseudogene,19,-1,1
MIR7975,miRNA,19,-1,1
TNNT1,protein_coding,19,-1,17
TNNI3,protein_coding,19,-1,10
AC010327.2,protein_coding,19,-1,1
DNAAF3,protein_coding,19,-1,17
AC010327.4,lncRNA,19,1,1
AC010327.1,snoRNA,19,1,1
SYT5,protein_coding,19,-1,11
PTPRH,protein_coding,19,-1,7
AC010327.7,lncRNA,19,-1,1
AC010327.5,lncRNA,19,1,2
TMEM86B,protein_coding,19,-1,3
AC010327.6,lncRNA,19,-1,1
PPP6R1,protein_coding,19,-1,8
MIR6804,miRNA,19,-1,1
MIR6802,miRNA,19,-1,1
MIR6803,miRNA,19,-1,1
HSPBP1,protein_coding,19,-1,9
BRSK1,protein_coding,19,1,8
AC020922.2,lncRNA,19,-1,1
TMEM150B,protein_coding,19,-1,7
AC020922.4,lncRNA,19,-1,1
KMT5C,protein_coding,19,1,12
COX6B2,protein_coding,19,-1,10
AC020922.1,protein_coding,19,-1,1
FAM71E2,protein_coding,19,-1,2
IL11,protein_coding,19,-1,4
TMEM190,protein_coding,19,1,1
AC020922.3,lncRNA,19,-1,1
TMEM238,protein_coding,19,-1,1
RPL28,protein_coding,19,1,11
MIR6805,miRNA,19,1,1
UBE2S,protein_coding,19,-1,4
SHISA7,protein_coding,19,-1,2
ISOC2,protein_coding,19,-1,8
C19orf85,protein_coding,19,-1,1
AC008735.5,TEC,19,-1,1
AC008735.3,lncRNA,19,-1,1
ZNF628,protein_coding,19,1,3
NAT14,protein_coding,19,1,5
SSC5D,protein_coding,19,1,5
SBK2,protein_coding,19,-1,2
SBK3,protein_coding,19,-1,2
ZNF579,protein_coding,19,-1,2
FIZ1,protein_coding,19,-1,5
ZNF524,protein_coding,19,1,3
ZNF865,protein_coding,19,1,2
AC008735.4,lncRNA,19,-1,1
ZNF784,protein_coding,19,-1,2
ZNF580,protein_coding,19,1,6
ZNF581,protein_coding,19,1,4
CCDC106,protein_coding,19,1,9
U2AF2,protein_coding,19,1,8
AC008735.2,lncRNA,19,-1,2
AC008735.1,lncRNA,19,1,1
EPN1,protein_coding,19,1,7
AC010525.1,lncRNA,19,-1,1
AC010525.2,processed_pseudogene,19,-1,1
AC008749.1,processed_pseudogene,19,1,1
NLRP9,protein_coding,19,-1,2
RN7SKP109,misc_RNA,19,1,1
RFPL4A,protein_coding,19,1,1
RFPL4AL1,protein_coding,19,1,1
RFPL4AP1,processed_pseudogene,19,1,1
NLRP11,protein_coding,19,-1,6
NLRP4,protein_coding,19,1,4
NLRP13,protein_coding,19,-1,2
NLRP8,protein_coding,19,1,2
NLRP5,protein_coding,19,1,3
LINC01864,lncRNA,19,1,1
ZNF787,protein_coding,19,-1,3
Y_RNA,misc_RNA,19,1,1
AC024580.2,TEC,19,-1,1
ZNF444,protein_coding,19,1,12
AC024580.1,TEC,19,1,1
GALP,protein_coding,19,1,3
ZSCAN5B,protein_coding,19,-1,4
ZSCAN5C,protein_coding,19,1,2
AC011506.1,processed_pseudogene,19,-1,1
ZSCAN5A,protein_coding,19,-1,17
ZSCAN5DP,unprocessed_pseudogene,19,1,1
EDDM13,protein_coding,19,1,8
AC006116.6,lncRNA,19,-1,1
AC006116.8,lncRNA,19,1,4
AC006116.1,misc_RNA,19,-1,1
VN2R17P,processed_pseudogene,19,-1,1
AC006116.2,processed_pseudogene,19,-1,1
AC006116.4,processed_pseudogene,19,-1,1
AC006116.3,transcribed_processed_pseudogene,19,-1,1
AC006116.7,lncRNA,19,-1,1
AC006116.9,lncRNA,19,-1,3
ZNF542P,transcribed_unprocessed_pseudogene,19,1,12
ZNF582,protein_coding,19,-1,6
AC006116.10,lncRNA,19,1,1
SLC25A36P1,processed_pseudogene,19,1,1
AC006116.5,lncRNA,19,1,1
ZNF582-AS1,lncRNA,19,1,6
ZNF583,protein_coding,19,1,8
ZNF667,protein_coding,19,-1,8
ZNF667-AS1,lncRNA,19,1,17
AC004696.2,TEC,19,-1,1
AC004696.1,unprocessed_pseudogene,19,-1,1
ZNF471,protein_coding,19,1,4
AC005498.1,lncRNA,19,1,1
AC005498.2,lncRNA,19,-1,5
ZFP28,protein_coding,19,1,5
AC005498.3,lncRNA,19,-1,2
ZNF470,protein_coding,19,1,6
SIGLEC31P,unprocessed_pseudogene,19,-1,1
ZNF71,protein_coding,19,1,3
ZIM2-AS1,lncRNA,19,1,1
SMIM17,protein_coding,19,1,2
ZNF835,protein_coding,19,-1,2
AC006115.2,lncRNA,19,1,21
OR5AH1P,transcribed_unprocessed_pseudogene,19,1,1
ZIM2,protein_coding,19,-1,9
AC006115.1,processed_pseudogene,19,-1,1
PEG3,protein_coding,19,-1,18
MIMT1,lncRNA,19,1,3
AC004792.1,misc_RNA,19,1,1
AC044792.1,processed_pseudogene,19,1,1
RPL7AP69,processed_pseudogene,19,1,1
AC025588.4,unprocessed_pseudogene,19,-1,1
USP29,protein_coding,19,1,4
ZIM3,protein_coding,19,-1,1
AC025588.2,processed_pseudogene,19,1,1
AC025588.3,processed_pseudogene,19,-1,1
DUXA,protein_coding,19,-1,1
AC025588.1,processed_pseudogene,19,1,1
ZNF264,protein_coding,19,1,6
AURKC,protein_coding,19,1,8
ZNF805,protein_coding,19,1,2
AC005261.3,lncRNA,19,1,1
ZNF460-AS1,lncRNA,19,-1,4
ZNF460,protein_coding,19,1,3
AC005261.5,TEC,19,-1,1
AC005261.1,lncRNA,19,1,1
AC005261.4,processed_pseudogene,19,-1,1
ZNF543,protein_coding,19,1,1
AC005261.2,lncRNA,19,-1,1
ZNF304,protein_coding,19,1,4
ZNF547,protein_coding,19,1,4
TRAPPC2B,protein_coding,19,1,2
AC003002.1,protein_coding,19,1,1
ZNF548,protein_coding,19,1,12
AC003002.3,protein_coding,19,1,3
AC003002.2,protein_coding,19,1,1
ZNF17,protein_coding,19,1,7
ZNF749,protein_coding,19,1,4
AC004076.1,protein_coding,19,-1,3
AC004076.2,lncRNA,19,1,1
VN1R1,protein_coding,19,-1,1
VN1R107P,unprocessed_pseudogene,19,1,1
ZNF772,protein_coding,19,-1,9
AC003005.2,lncRNA,19,1,2
ZNF419,protein_coding,19,1,17
AC003005.1,protein_coding,19,1,2
ZNF773,protein_coding,19,1,6
ZNF549,protein_coding,19,1,4
ZNF550,protein_coding,19,-1,7
ZNF416,protein_coding,19,-1,1
ZIK1,protein_coding,19,1,8
ZNF530,protein_coding,19,1,5
ZNF551,protein_coding,19,1,4
ZNF134,protein_coding,19,1,4
AC003682.1,lncRNA,19,1,1
ZNF211,protein_coding,19,1,12
TPRG1LP1,processed_pseudogene,19,1,1
ZSCAN4,protein_coding,19,1,2
AC003006.1,protein_coding,19,1,2
ZNF154,protein_coding,19,-1,2
ZNF671,protein_coding,19,-1,6
ZNF776,protein_coding,19,1,5
ZNF586,protein_coding,19,1,7
ZNF552,protein_coding,19,-1,4
AC010522.1,protein_coding,19,1,6
ZNF587B,protein_coding,19,1,4
FKBP1AP1,processed_pseudogene,19,-1,1
ZNF814,protein_coding,19,-1,15
ZNF587,protein_coding,19,1,5
AC010326.3,lncRNA,19,-1,1
AC010326.4,transcribed_processed_pseudogene,19,1,2
AC010326.2,protein_coding,19,-1,1
ZNF417,protein_coding,19,-1,7
ZNF418,protein_coding,19,-1,12
ZNF256,protein_coding,19,-1,2
AC010326.1,processed_pseudogene,19,-1,1
C19orf18,protein_coding,19,-1,1
ZNF606,protein_coding,19,-1,9
AC008969.1,lncRNA,19,1,9
VN2R19P,unitary_pseudogene,19,-1,1
AC008969.2,lncRNA,19,-1,1
ZSCAN1,protein_coding,19,1,3
LETM1P2,processed_pseudogene,19,1,1
HNRNPDLP4,processed_pseudogene,19,-1,1
ZNF135,protein_coding,19,1,6
RN7SL526P,misc_RNA,19,1,1
ZSCAN18,protein_coding,19,-1,17
ZNF329,protein_coding,19,-1,5
AC008751.1,processed_pseudogene,19,1,1
AC008751.3,lncRNA,19,1,1
AC008751.2,processed_pseudogene,19,1,1
ZNF274,protein_coding,19,1,14
RPS15AP36,processed_pseudogene,19,1,1
AC020915.3,processed_pseudogene,19,1,1
ZNF544,protein_coding,19,1,22
AC020915.4,protein_coding,19,1,2
AC020915.2,lncRNA,19,-1,1
AC020915.1,lncRNA,19,1,1
ZNF8,protein_coding,19,1,1
ZNF8-ERVK3-1,lncRNA,19,1,1
ERVK3-1,protein_coding,19,1,8
AC010642.2,lncRNA,19,-1,9
AC010642.1,processed_pseudogene,19,1,1
ZSCAN22,protein_coding,19,1,1
MIR6806,miRNA,19,1,1
A1BG,protein_coding,19,-1,5
AC012313.3,lncRNA,19,-1,3
A1BG-AS1,lncRNA,19,1,9
AC012313.10,TEC,19,1,1
ZNF497,protein_coding,19,-1,3
AC012313.2,lncRNA,19,1,1
AC012313.6,lncRNA,19,1,2
RNA5SP473,rRNA_pseudogene,19,1,1
ZNF837,protein_coding,19,-1,2
RPS5,protein_coding,19,1,9
MIR4754,miRNA,19,-1,1
RNF225,protein_coding,19,1,1
LINC02560,lncRNA,19,1,1
ZNF584,protein_coding,19,1,9
AC012313.1,lncRNA,19,-1,4
AC012313.4,TEC,19,1,1
AC012313.5,lncRNA,19,-1,1
ZNF132,protein_coding,19,-1,3
AC012313.8,lncRNA,19,1,1
ZNF324B,protein_coding,19,1,6
ZNF324,protein_coding,19,1,4
ZNF446,protein_coding,19,1,8
AC012313.7,lncRNA,19,-1,1
SLC27A5,protein_coding,19,-1,8
RNU6-1337P,snRNA,19,-1,1
RN7SL693P,misc_RNA,19,1,1
AC012313.9,lncRNA,19,1,1
ZBTB45,protein_coding,19,-1,5
RN7SL525P,misc_RNA,19,-1,1
TRIM28,protein_coding,19,1,15
MIR6807,miRNA,19,1,1
CHMP2A,protein_coding,19,-1,8
UBE2M,protein_coding,19,-1,5
MZF1-AS1,lncRNA,19,1,5
MZF1,protein_coding,19,-1,8
CENPBD1P1,transcribed_processed_pseudogene,19,1,4
AC016629.3,lncRNA,19,1,3
AC016629.1,transcribed_processed_pseudogene,19,1,1
AC016629.2,lncRNA,19,-1,2
FAM110C,protein_coding,2,-1,3
AC079779.1,lncRNA,2,1,3
SH3YL1,protein_coding,2,-1,29
ACP1,protein_coding,2,1,13
LINC01865,lncRNA,2,1,2
ALKAL2,protein_coding,2,-1,8
AC079779.2,lncRNA,2,1,2
AC079779.3,lncRNA,2,-1,39
AC079779.4,lncRNA,2,1,1
AC105393.2,lncRNA,2,1,1
AC105393.1,lncRNA,2,1,3
LINC01874,lncRNA,2,-1,2
AC093326.2,lncRNA,2,1,1
LINC01875,lncRNA,2,1,1
AC093326.1,lncRNA,2,1,6
TMEM18,protein_coding,2,-1,8
TMEM18-DT,lncRNA,2,1,3
AC092159.3,TEC,2,1,1
AC092159.2,lncRNA,2,-1,1
AC092159.1,lncRNA,2,-1,3
LINC01115,lncRNA,2,-1,1
AC116609.2,lncRNA,2,1,1
AC116609.1,lncRNA,2,1,1
LINC01115,lncRNA,2,-1,10
LINC01939,lncRNA,2,-1,2
AC113607.1,lncRNA,2,-1,1
SNTG2-AS1,lncRNA,2,-1,1
SNTG2,protein_coding,2,1,12
AC114808.1,lncRNA,2,-1,1
AC114808.2,lncRNA,2,-1,1
AC108462.1,lncRNA,2,-1,1
AC105450.1,lncRNA,2,-1,2
TPO,protein_coding,2,1,16
AC141930.1,lncRNA,2,-1,1
AC141930.2,lncRNA,2,1,1
AC144450.1,lncRNA,2,-1,1
PXDN,protein_coding,2,-1,14
MYT1L,protein_coding,2,-1,69
AC093390.2,lncRNA,2,1,2
AC093390.1,lncRNA,2,1,1
MYT1L-AS1,lncRNA,2,1,2
AC018685.2,lncRNA,2,-1,2
AC018685.3,lncRNA,2,-1,1
AC011995.2,lncRNA,2,-1,7
AC018685.1,lncRNA,2,-1,1
AC011995.1,lncRNA,2,-1,1
LINC01250,lncRNA,2,-1,2
AC019118.2,lncRNA,2,-1,2
AC019118.1,lncRNA,2,1,1
EIPR1,protein_coding,2,-1,14
EIPR1-IT1,lncRNA,2,-1,1
TRAPPC12,protein_coding,2,1,23
TRAPPC12-AS1,lncRNA,2,-1,1
AC114810.1,lncRNA,2,1,1
ADI1,protein_coding,2,-1,3
AC231981.1,lncRNA,2,1,1
AC108488.1,lncRNA,2,-1,5
AC108488.2,protein_coding,2,-1,2
RNASEH1,protein_coding,2,-1,4
RNASEH1-AS1,lncRNA,2,1,3
AC108488.3,lncRNA,2,-1,2
RPS7,protein_coding,2,1,12
COLEC11,protein_coding,2,1,13
AC010907.2,lncRNA,2,-1,1
TMSB4XP2,unprocessed_pseudogene,2,-1,1
ALLC,protein_coding,2,1,3
GAPDHP48,processed_pseudogene,2,-1,1
AC010907.1,lncRNA,2,-1,1
DCDC2C,protein_coding,2,1,3
LINC01304,lncRNA,2,-1,22
AC012445.1,lncRNA,2,-1,1
NPM1P48,processed_pseudogene,2,-1,1
LINC01249,lncRNA,2,-1,4
AC092169.1,snoRNA,2,-1,1
RNU6-649P,snRNA,2,1,1
AC073143.1,processed_pseudogene,2,-1,1
AC107057.1,lncRNA,2,-1,1
LINC01248,lncRNA,2,-1,1
AC108025.1,lncRNA,2,-1,2
SOX11,protein_coding,2,1,1
AC010729.2,lncRNA,2,1,2
AC010729.1,lncRNA,2,1,2
LINC01810,lncRNA,2,-1,2
SILC1,lncRNA,2,1,34
MIR7158,miRNA,2,1,1
AC017053.1,lncRNA,2,-1,4
LINC01247,lncRNA,2,-1,1
LINC01824,lncRNA,2,1,5
PIK3CDP1,processed_pseudogene,2,-1,1
MIR7515HG,lncRNA,2,-1,80
AC097517.1,lncRNA,2,1,1
MIR7515,miRNA,2,1,1
LINC00487,lncRNA,2,-1,3
NRIR,lncRNA,2,-1,3
CMPK2,protein_coding,2,-1,7
RSAD2,protein_coding,2,1,5
AC017076.1,lncRNA,2,-1,1
RNF144A-AS1,lncRNA,2,-1,27
RNF144A,protein_coding,2,1,7
AC068481.1,lncRNA,2,-1,5
RN7SKP112,misc_RNA,2,-1,1
AC010904.2,lncRNA,2,1,1
AC010904.1,processed_pseudogene,2,-1,1
AC013460.1,lncRNA,2,1,17
RNU6ATAC37P,snRNA,2,1,1
AC092580.4,lncRNA,2,1,1
AC092580.2,lncRNA,2,-1,1
LINC01871,lncRNA,2,1,1
AC092580.3,processed_pseudogene,2,-1,1
AC092580.1,processed_pseudogene,2,-1,1
AC007463.1,lncRNA,2,-1,4
LINC00298,lncRNA,2,-1,4
AC007463.2,lncRNA,2,1,1
LINC00299,lncRNA,2,-1,20
U91324.1,lncRNA,2,1,5
LINC01814,lncRNA,2,-1,12
AC092617.1,lncRNA,2,1,1
AC011747.1,lncRNA,2,-1,1
SNRPEP5,processed_pseudogene,2,1,1
ID2-AS1,lncRNA,2,-1,10
ID2,protein_coding,2,1,4
KIDINS220,protein_coding,2,-1,13
MBOAT2,protein_coding,2,-1,10
HMGB1P25,processed_pseudogene,2,-1,1
RPL30P3,processed_pseudogene,2,-1,1
AC093904.2,lncRNA,2,1,2
AC093904.4,lncRNA,2,1,1
AC093904.3,lncRNA,2,1,2
AC093904.1,lncRNA,2,1,1
ASAP2,protein_coding,2,1,6
EIF1P7,processed_pseudogene,2,-1,1
ITGB1BP1,protein_coding,2,-1,21
CPSF3,protein_coding,2,1,5
IAH1,protein_coding,2,1,15
ADAM17,protein_coding,2,-1,16
AC080162.1,lncRNA,2,1,2
AC073195.1,lncRNA,2,1,1
YWHAQ,protein_coding,2,-1,5
Y_RNA,misc_RNA,2,1,1
AC082651.1,lncRNA,2,1,7
AC082651.4,lncRNA,2,1,3
RNU4-73P,snRNA,2,-1,1
AC082651.2,processed_pseudogene,2,1,1
AC082651.3,lncRNA,2,-1,1
TAF1B,protein_coding,2,1,11
AC010969.2,lncRNA,2,1,1
AC010969.3,lncRNA,2,-1,1
GRHL1,protein_coding,2,1,8
AC010969.1,lncRNA,2,-1,2
AC104794.4,lncRNA,2,1,1
AC104794.3,lncRNA,2,-1,1
KLF11,protein_coding,2,1,6
AC104794.5,lncRNA,2,-1,1
CYS1,protein_coding,2,-1,2
AC104794.2,lncRNA,2,1,1
AC104794.1,snoRNA,2,-1,1
RRM2,protein_coding,2,1,19
AC007240.1,snoRNA,2,-1,1
MIR4261,miRNA,2,-1,1
RN7SL66P,misc_RNA,2,1,1
AC007240.3,lncRNA,2,-1,1
AC007240.2,snoRNA,2,-1,1
HPCAL1,protein_coding,2,1,8
ODC1,protein_coding,2,-1,4
SNORA80B,snoRNA,2,-1,1
ODC1-DT,lncRNA,2,1,5
NOL10,protein_coding,2,-1,5
AC007314.1,lncRNA,2,1,1
RN7SL832P,lncRNA,2,1,1
Metazoa_SRP,misc_RNA,2,1,1
AC092687.2,lncRNA,2,1,1
ATP6V1C2,protein_coding,2,1,5
RNU7-138P,snRNA,2,1,1
AC092687.3,lncRNA,2,-1,1
PDIA6,protein_coding,2,-1,8
RNU7-176P,snRNA,2,-1,1
LINC01954,lncRNA,2,1,3
AC092687.1,lncRNA,2,1,1
AC079587.1,processed_pseudogene,2,-1,1
KCNF1,protein_coding,2,1,1
RPL6P4,processed_pseudogene,2,1,1
AC062028.1,lncRNA,2,-1,8
C2orf50,protein_coding,2,1,2
SLC66A3,protein_coding,2,1,10
ROCK2,protein_coding,2,-1,9
RNU6-1081P,snRNA,2,1,1
AIDAP1,processed_pseudogene,2,1,1
PPIAP60,processed_pseudogene,2,1,1
AC099344.1,lncRNA,2,-1,1
LINC00570,lncRNA,2,1,10
AC099344.2,lncRNA,2,-1,1
AC099344.3,lncRNA,2,1,5
E2F6,protein_coding,2,-1,12
GREB1,protein_coding,2,1,10
RNA5SP84,rRNA_pseudogene,2,1,1
MIR4429,miRNA,2,-1,1
RNU2-13P,snRNA,2,1,1
5S_rRNA,rRNA_pseudogene,2,-1,1
RN7SL674P,misc_RNA,2,1,1
NTSR2,protein_coding,2,-1,1
CDK8P1,processed_pseudogene,2,-1,1
AC106875.2,lncRNA,2,-1,1
LPIN1,protein_coding,2,1,20
AC106875.1,lncRNA,2,1,2
AC012456.1,lncRNA,2,-1,1
AC012456.2,lncRNA,2,-1,1
MIR548S,miRNA,2,1,1
MIR3681HG,lncRNA,2,1,15
MIR4262,miRNA,2,-1,1
SNORD18,snoRNA,2,-1,1
MIR3681,miRNA,2,1,1
RNU6-843P,snRNA,2,-1,1
AC096559.1,lncRNA,2,1,1
AC009486.2,lncRNA,2,-1,1
AC009486.1,lncRNA,2,1,1
TRIB2,protein_coding,2,1,4
MIR3125,miRNA,2,1,1
AC064875.1,lncRNA,2,-1,15
AC093912.1,lncRNA,2,1,1
AC073062.1,lncRNA,2,1,1
LINC00276,lncRNA,2,-1,2
AC016730.1,lncRNA,2,1,1
RNU6-1288P,snRNA,2,-1,1
Metazoa_SRP,misc_RNA,2,1,1
AC011897.1,lncRNA,2,1,2
LRATD1,protein_coding,2,1,4
AC068286.2,lncRNA,2,-1,1
AC068286.1,lncRNA,2,-1,1
NBAS,protein_coding,2,-1,9
RPS26P18,processed_pseudogene,2,-1,1
AC008278.2,lncRNA,2,1,1
DDX1,protein_coding,2,1,8
AC008278.1,lncRNA,2,-1,1
LINC01804,lncRNA,2,1,3
AC113608.1,lncRNA,2,-1,1
RNU5E-7P,snRNA,2,1,1
RPLP1P5,processed_pseudogene,2,1,1
AC010145.2,snoRNA,2,1,1
MYCNOS,lncRNA,2,-1,5
MYCNUT,lncRNA,2,1,1
MYCN,protein_coding,2,1,2
RN7SL104P,misc_RNA,2,-1,1
AC010145.1,lncRNA,2,-1,1
GACAT3,lncRNA,2,1,8
AC130710.1,lncRNA,2,-1,2
AC174048.1,processed_pseudogene,2,1,1
AC142283.1,snoRNA,2,1,1
AC010745.1,lncRNA,2,1,1
AC010745.2,lncRNA,2,1,8
AC010745.3,lncRNA,2,-1,1
AC010745.5,lncRNA,2,-1,1
AC010745.4,lncRNA,2,-1,1
AC010880.1,lncRNA,2,1,2
AC104623.1,lncRNA,2,1,4
AC104623.2,TEC,2,-1,2
CYRIA,protein_coding,2,-1,5
AC008164.1,lncRNA,2,1,3
AC008069.1,processed_pseudogene,2,-1,1
LINC01866,lncRNA,2,1,1
RN7SKP168,misc_RNA,2,-1,1
ZFYVE9P2,processed_pseudogene,2,1,1
PSMC1P10,processed_pseudogene,2,1,1
RAD51AP2,protein_coding,2,-1,1
VSNL1,protein_coding,2,1,6
SMC6,protein_coding,2,-1,10
GEN1,protein_coding,2,1,8
MSGN1,protein_coding,2,1,1
KCNS3,protein_coding,2,1,5
AC079802.1,snoRNA,2,-1,1
AC079148.3,lncRNA,2,1,1
AC079148.2,lncRNA,2,-1,1
AC079148.1,lncRNA,2,-1,1
RDH14,protein_coding,2,-1,2
NT5C1B-RDH14,protein_coding,2,-1,2
NT5C1B,protein_coding,2,-1,7
RNU6-1215P,snRNA,2,-1,1
AC106053.1,lncRNA,2,1,1
AC130814.1,lncRNA,2,1,1
LINC01376,lncRNA,2,-1,5
MIR4757,miRNA,2,1,1
OSR1,protein_coding,2,-1,3
AC010096.1,lncRNA,2,-1,2
LINC01808,lncRNA,2,1,10
AC019055.1,lncRNA,2,1,1
CISD1P1,processed_pseudogene,2,1,1
LINC00954,lncRNA,2,1,9
TTC32,protein_coding,2,-1,4
AC013400.1,lncRNA,2,1,1
WDR35,protein_coding,2,-1,6
AC079145.1,lncRNA,2,1,2
MATN3,protein_coding,2,-1,3
LAPTM4A,protein_coding,2,-1,2
LAPTM4A-DT,lncRNA,2,1,1
AC098828.1,lncRNA,2,-1,1
RPS16P2,processed_pseudogene,2,-1,1
RN7SL140P,misc_RNA,2,1,1
RNU6-961P,snRNA,2,1,1
SDC1,protein_coding,2,-1,6
DRG1P1,processed_pseudogene,2,-1,1
RNU7-113P,snRNA,2,-1,1
PUM2,protein_coding,2,-1,11
SLC7A15P,unitary_pseudogene,2,1,1
RNA5SP86,rRNA_pseudogene,2,-1,1
RHOB,protein_coding,2,1,1
AC023137.1,lncRNA,2,1,1
Y_RNA,misc_RNA,2,1,1
AC012065.1,lncRNA,2,-1,1
NDUFAF2P1,processed_pseudogene,2,-1,1
HS1BP3,protein_coding,2,-1,9
AC012065.2,lncRNA,2,-1,1
HS1BP3-IT1,lncRNA,2,-1,1
RPS25P3,processed_pseudogene,2,-1,1
GDF7,protein_coding,2,1,1
AC012065.3,lncRNA,2,-1,1
LDAH,protein_coding,2,-1,13
LINC02850,lncRNA,2,1,1
AC115619.1,lncRNA,2,-1,1
APOB,protein_coding,2,-1,4
AC010872.1,TEC,2,1,1
AC010872.2,lncRNA,2,-1,1
TDRD15,protein_coding,2,1,2
AC067959.1,processed_pseudogene,2,-1,1
AC018742.1,lncRNA,2,1,3
AC011752.1,lncRNA,2,1,7
NUTF2P8,processed_pseudogene,2,-1,1
AC009411.2,lncRNA,2,-1,2
AC009411.1,lncRNA,2,-1,6
LINC01822,lncRNA,2,-1,4
RN7SL117P,misc_RNA,2,1,1
AC096570.1,lncRNA,2,-1,9
AC068044.1,processed_pseudogene,2,1,1
AC099799.1,processed_pseudogene,2,1,1
RNA5SP87,rRNA_pseudogene,2,-1,1
LINC01830,lncRNA,2,1,1
LINC01884,lncRNA,2,1,9
RN7SKP27,misc_RNA,2,1,1
AC018467.1,lncRNA,2,-1,4
AC012506.1,lncRNA,2,-1,1
AC012506.3,lncRNA,2,1,1
AC012506.2,lncRNA,2,-1,1
AC012506.4,lncRNA,2,-1,2
KLHL29,protein_coding,2,1,4
AC011239.1,lncRNA,2,-1,1
AC011239.2,TEC,2,-1,1
AC009242.1,lncRNA,2,-1,2
ATAD2B,protein_coding,2,-1,9
PGAM1P6,processed_pseudogene,2,-1,1
RPS13P4,processed_pseudogene,2,1,1
UBXN2A,protein_coding,2,1,4
SDHCP3,processed_pseudogene,2,1,1
RN7SL610P,misc_RNA,2,-1,1
MFSD2B,protein_coding,2,1,6
WDCP,protein_coding,2,-1,3
RNU6-370P,snRNA,2,1,1
FKBP1B,protein_coding,2,1,6
SF3B6,protein_coding,2,-1,2
FAM228B,protein_coding,2,1,10
TP53I3,protein_coding,2,-1,6
PFN4,protein_coding,2,-1,3
AC008073.3,protein_coding,2,1,2
AC008073.2,lncRNA,2,-1,2
FAM228A,protein_coding,2,1,4
AC008073.1,lncRNA,2,-1,1
ITSN2,protein_coding,2,-1,13
AC009228.1,lncRNA,2,1,4
AC009228.2,scaRNA,2,-1,1
HMGN2P20,processed_pseudogene,2,1,1
RPL36AP13,processed_pseudogene,2,1,1
AC093798.1,lncRNA,2,1,1
NCOA1,protein_coding,2,1,11
RNA5SP88,rRNA_pseudogene,2,-1,1
RNU6-936P,snRNA,2,1,1
PTRHD1,protein_coding,2,-1,6
CENPO,protein_coding,2,1,9
ADCY3,protein_coding,2,-1,13
AC012073.1,lncRNA,2,1,1
DNAJC27,protein_coding,2,-1,7
RPS13P5,processed_pseudogene,2,-1,1
SNORD14,snoRNA,2,-1,1
DNAJC27-AS1,lncRNA,2,1,11
AC013267.1,lncRNA,2,-1,1
Y_RNA,misc_RNA,2,-1,1
EFR3B,protein_coding,2,1,5
RN7SL856P,misc_RNA,2,1,1
SUCLA2P3,processed_pseudogene,2,-1,1
POMC,protein_coding,2,-1,5
LINC01381,lncRNA,2,1,1
DNMT3A,protein_coding,2,-1,15
MIR1301,miRNA,2,-1,1
ARNILA,lncRNA,2,-1,2
DTNB,protein_coding,2,-1,30
DTNB-AS1,lncRNA,2,1,1
Y_RNA,misc_RNA,2,-1,1
ASXL2,protein_coding,2,-1,6
TPM3P7,processed_pseudogene,2,-1,1
PTGES3P2,processed_pseudogene,2,1,1
AC064847.1,processed_pseudogene,2,-1,1
NDUFB4P4,processed_pseudogene,2,-1,1
KIF3C,protein_coding,2,-1,7
UQCRHP2,processed_pseudogene,2,1,1
TRMT112P6,processed_pseudogene,2,-1,1
RAB10,protein_coding,2,1,4
RNU6-942P,snRNA,2,1,1
RPS2P15,processed_pseudogene,2,-1,1
EMP2P1,processed_pseudogene,2,-1,1
SMARCE1P6,processed_pseudogene,2,1,1
AC011742.1,processed_pseudogene,2,1,1
PPIL1P1,processed_pseudogene,2,1,1
GAREM2,protein_coding,2,1,3
HADHA,protein_coding,2,-1,11
HADHB,protein_coding,2,1,9
AC010896.1,lncRNA,2,1,2
ADGRF3,protein_coding,2,-1,10
SELENOI,protein_coding,2,1,5
DRC1,protein_coding,2,1,8
OTOF,protein_coding,2,-1,7
FAM166C,protein_coding,2,1,4
CIB4,protein_coding,2,-1,3
AC015977.1,lncRNA,2,-1,1
RPL37P11,processed_pseudogene,2,-1,1
KCNK3,protein_coding,2,1,2
SLC35F6,protein_coding,2,1,4
CENPA,protein_coding,2,1,6
CDKN2AIPNLP2,processed_pseudogene,2,-1,1
DPYSL5,protein_coding,2,1,7
AC013472.1,lncRNA,2,-1,1
MAPRE3,protein_coding,2,1,10
MAPRE3-AS1,lncRNA,2,-1,4
TMEM214,protein_coding,2,1,13
AGBL5,protein_coding,2,1,10
AGBL5-AS1,lncRNA,2,-1,1
AC013472.2,lncRNA,2,-1,1
AGBL5-IT1,lncRNA,2,1,1
AC013403.2,lncRNA,2,-1,1
